Model,Best Params,MAE,MSE,RMSE,R2,Selected Features,Target Variable,Target Transformation
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.22057746755885,2617.2841154461744,51.15939909191833,0.3022514556299164,"['RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RHQ131', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",64.06906962588484,14316.140917056246,119.65007696218272,0.7227505165293961,"['RIAGENDR', 'RIDAGEMN', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.40659074545513,1520.0900179787789,38.98833181836303,0.2529705118027684,"['RIDAGEMN', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.40659074545513,1520.0900179787789,38.98833181836303,0.2529705118027684,"['RIDAGEMN', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.3830678136612709,0.7741451498533335,0.8798551868650508,0.2954299322748696,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXEST,StandardScaler()
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.3830678136612709,0.7741451498533335,0.8798551868650508,0.2954299322748696,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXEST,StandardScaler()
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20}",41.24816645586549,71197.96222304748,266.8294628092023,0.3424375742215367,"['RIDEXPRG', 'LBDBSESI', 'RHQ160', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RIDAGEMN', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.36040047925895,2655.385157888048,51.53042943628597,0.2920940001416466,"['RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDTHGSI', 'RIDAGEMN', 'LBDBPBSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'RHQ131']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",64.0548931245442,14317.416343939272,119.65540666405036,0.7227258163363364,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.356428213726165,1514.2827582259151,38.91378622321292,0.2558244179726007,"['RIDAGEMN', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.36040047925895,2655.385157888048,51.53042943628597,0.2920940001416466,"['RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",64.0548931245442,14317.416343939272,119.65540666405036,0.7227258163363364,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.356428213726165,1514.2827582259151,38.91378622321292,0.2558244179726007,"['RIDAGEMN', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",64.0548931245442,14317.416343939272,119.65540666405036,0.7227258163363364,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160', 'RHQ542D']",LBXTST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",39.95469710194524,92395.16257197571,303.9657259823477,0.1466667677834653,"['RIDEXPRG', 'BMXHT', 'LBDBSESI', 'LBDTHGSI', 'RIDAGEMN', 'RHQ160', 'LBDBCDSI', 'LBDBPBSI', 'LBDBMNSI', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.23997056810523,2636.132388289972,51.34327987468245,0.2972266458039461,"['RIDEXPRG', 'LBDBMNSI', 'BMXHT', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RIDAGEMN', 'RHQ160', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",63.37857801397544,14302.627957123394,119.59359496696884,0.7230122114360926,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'BMXHT', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160']",LBXTST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",27.03430468678171,1479.9150777277584,38.469664382832335,0.2727139906093592,"['BMXHT', 'LBDBMNSI', 'RIDEXPRG', 'LBDBSESI', 'LBDBPBSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBCDSI', 'RIAGENDR', 'RHQ160']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.39921749706174,2655.649645573243,51.53299569764253,0.2920234896853076,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBPBSI', 'BMXBMI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",60.733254403589406,12695.594041589413,112.67472672072212,0.7541343780578749,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'BMXBMI', 'LBDBMNSI', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'BMDSADCM']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",23.869631964122973,1274.338172308789,35.69787349841428,0.3737422248743955,"['BMXBMI', 'RIDAGEMN', 'RIDEXPRG', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.39921749706174,2655.649645573243,51.53299569764253,0.2920234896853076,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'LBDTHGSI', 'LBDBPBSI', 'BMXBMI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",60.733254403589406,12695.594041589413,112.67472672072212,0.7541343780578749,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'BMXBMI', 'LBDBMNSI', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'BMDSADCM']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",23.869631964122973,1274.338172308789,35.69787349841428,0.3737422248743955,"['BMXBMI', 'RIDAGEMN', 'RIDEXPRG', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.39921749706174,2655.649645573243,51.53299569764253,0.2920234896853076,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'LBDTHGSI', 'LBDBPBSI', 'BMXBMI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",23.869631964122973,1274.338172308789,35.69787349841428,0.3737422248743955,"['BMXBMI', 'RIDAGEMN', 'RIDEXPRG', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",60.733254403589406,12695.594041589413,112.67472672072212,0.7541343780578749,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'BMXBMI', 'LBDBMNSI', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'BMDSADCM']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",25.352354698707497,2875.4572038069496,53.62328975181352,0.23342442399963,"['RIDEXPRG', 'LBDBMNSI', 'BMXBMI', 'LBDBCDSI', 'LBDBSESI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",79.38945081503914,18426.89757227586,135.74570922233917,0.6431407134451628,"['RIAGENDR', 'BMXBMI', 'RIDEXPRG', 'LBDBCDSI', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'BMDSADCM']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",25.47693694427723,1384.0622761369048,37.20298746252651,0.3198196675546608,"['BMXBMI', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'RIDEXPRG', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",25.352354698707497,2875.4572038069496,53.62328975181352,0.23342442399963,"['RIDEXPRG', 'LBDBMNSI', 'BMXBMI', 'LBDBCDSI', 'LBDBSESI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",79.38945081503914,18426.89757227586,135.74570922233917,0.6431407134451628,"['RIAGENDR', 'BMXBMI', 'RIDEXPRG', 'LBDBCDSI', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'BMDSADCM']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",25.47693694427723,1384.0622761369048,37.20298746252651,0.3198196675546608,"['BMXBMI', 'LBDBMNSI', 'LBDBPBSI', 'LBDBSESI', 'RIDEXPRG', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.30098425931305,2651.4007656664767,51.49175434636575,0.2931562095733219,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBCDSI', 'BMXBMI', 'LBDBPBSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",60.69928242795471,12679.961972832503,112.60533723066816,0.7544371120847009,"['RIDAGEMN', 'RIAGENDR', 'RIDEXPRG', 'BMXBMI', 'LBDBMNSI', 'LBDBSESI', 'LBDBCDSI', 'LBDBPBSI', 'LBDTHGSI', 'RHQ160', 'BMDSADCM']",LBXTST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",24.073504509573983,1265.961476896843,35.5803523998406,0.3778588485034955,"['BMXBMI', 'RIDAGEMN', 'LBDBMNSI', 'RIDEXPRG', 'LBDBPBSI', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.30098425931305,2651.4007656664767,51.49175434636575,0.2931562095733219,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDTHGSI', 'LBDBSESI', 'LBDBCDSI', 'BMXBMI', 'LBDBPBSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.367207277411737,2654.7925140995944,51.52467868992096,0.2922519945826333,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RHQ420', 'RHQ540', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",22.33511984915079,2618.203315646188,51.16838199167712,0.3020064036702308,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDTHGSI', 'LBDBCDSI', 'LBDBPBSI', 'RHQ160', 'RHQ420', 'RHD280', 'RHQ540', 'RIAGENDR', 'RHQ200', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",22.30354914692335,2619.861510166409,51.18458273900852,0.3015643413026266,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBPBSI', 'LBDBCDSI', 'LBDTHGSI', 'RHQ160', 'RHQ420', 'RHQ074', 'RHQ540', 'RHQ200', 'RHD280', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",21.7141189823323,2523.009773231154,50.22957070522457,0.3273842964490583,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'RHQ074', 'RHQ200', 'RHD280', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",21.662269033604115,2514.3688177111253,50.14348230539165,0.32968791113899,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'RHQ074', 'RHD280', 'RHQ200', 'is_menopausal', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",21.5662843020596,2493.741704722242,49.937377831863,0.3351869465618589,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",21.565989728934685,2492.240458886245,49.92234428476136,0.3355871675736424,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'BMXBMI', 'LBDBSESI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'menopause_age', 'RHQ200', 'is_menopausal', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",21.42734940191525,2560.3280045652155,50.5996838385895,0.3174355325994873,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'BMXBMI', 'LBDBSESI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'any_hormone_use', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",21.5662843020596,2493.741704722242,49.937377831863,0.3351869465618589,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",21.54236899270764,2519.25220180349,50.192152791083686,0.3283860371384034,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",27.356428213726165,1514.2827582259151,38.91378622321292,0.2558244179726007,"['RIDAGEMN', 'LBDBMNSI', 'LBDBSESI', 'LBDBPBSI', 'RIDEXPRG', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",24.073504509573983,1265.961476896843,35.5803523998406,0.3778588485034955,"['BMXBMI', 'RIDAGEMN', 'LBDBMNSI', 'RIDEXPRG', 'LBDBPBSI', 'LBDBSESI', 'LBDTHGSI', 'LBDBCDSI', 'RHQ160', 'RIAGENDR', 'BMDSADCM']",LBXSHBG,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",60.90027224880975,12787.71876323838,113.08279605332712,0.752350270759684,"['RIAGENDR', 'RIDAGEMN', 'RIDEXPRG', 'BMXBMI', 'LBDBMNSI', 'LBDBCDSI', 'LBDBSESI', 'LBDBPBSI', 'LBDTHGSI', 'DMDMARTL', 'RHQ160', 'BMDSADCM']",LBXTST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",21.5662843020596,2493.741704722242,49.937377831863,0.3351869465618589,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",21.53114580291076,2496.009855026455,49.96008261628933,0.3345822745035839,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
LGBMRegressor,"{'learning_rate': 0.05, 'max_depth': -1, 'n_estimators': 100, 'num_leaves': 31}",21.353938850832662,2570.015113383042,50.6953164837053,0.3148530211950499,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 100}",21.070625343936754,2498.36124548333,49.9836097684364,0.3339554112376329,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",21.53114580291076,2496.009855026455,49.96008261628933,0.3345822745035839,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
LGBMRegressor,"{'learning_rate': 0.05, 'max_depth': -1, 'n_estimators': 100, 'num_leaves': 31}",21.353938850832662,2570.015113383042,50.6953164837053,0.3148530211950499,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 100}",21.070625343936754,2498.3612454833296,49.98360976843639,0.333955411237633,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
GradientBoostingRegressor,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",21.678328047519425,2559.5771766371245,50.59226399991529,0.31763569775955,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",21.5662843020596,2493.741704722242,49.937377831863,0.3351869465618589,"['RIDEXPRG', 'LBDBMNSI', 'RIDAGEMN', 'LBDBSESI', 'BMXBMI', 'LBDBCDSI', 'LBDTHGSI', 'LBDBPBSI', 'RHQ031', 'RHQ160', 'is_menopausal', 'RHQ200', 'RIAGENDR', 'BMDSADCM']",LBXEST,
